,Trait,Sequence,Model,Log-likelihood,Corrected AIC,Pairwise Divergence Error,LOCO MSE,Z0,True Z0,Zeq
58,longest_ORF,segment_320_722,OU (Z0=Zeq),67.88478565227491,-129.06368895160864,0.004284382764781783,0.08422475213011767,0.20536187165263892,0.18858560794044665,0.20536187165263892
59,longest_ORF,segment_320_722,BM,54.69130395574555,-105.03975076863397,0.022094148962441534,0.08950951698508519,0.22604941261006353,0.18858560794044665,0.22604941261006353
60,A_percent,segment_320_722,NeutralModel,90.19128060204754,-168.50756120409508,0.0029093903326661984,0.0060918140798528085,0.2050175064614468,0.21588089330024815,0.2718515088012464
61,A_percent,segment_320_722,NeutralModel (fixed u=1.34),88.01400733424984,-166.81589345637846,0.003657210905510851,0.006307425159719939,0.200548460948857,0.21588089330024815,0.3089631083497262
62,A_percent,segment_320_722,"NeutralModel (fixed u=1.34, Z_eq=0.28)",88.01400733387433,-169.32213231480748,0.003657186378091595,0.005703270071080731,0.20054822604445566,0.21588089330024815,0.308962068606984
63,A_percent,segment_320_722,"NeutralModel (fixed u=1.34, Z_eq=0.28, sigma_eq=0.2016/L)",88.01027415282567,-171.6776911627942,0.0036449411230916294,0.005681827901812423,0.20058875169009943,0.21588089330024815,0.30885684909387
64,A_percent,segment_320_722,OU,106.67432629300856,-204.1365313738959,0.0005515588362834767,0.009466957016415629,-123.79609982227255,0.21588089330024815,0.2422015100482451
65,A_percent,segment_320_722,OU (Z0=Zeq),105.28406388096003,-203.86224540897888,0.0005792046671339403,0.009614528080679585,0.2411255171064684,0.21588089330024815,0.2411255171064684
66,A_percent,segment_320_722,BM,85.02992968166704,-165.71700222047693,0.00478836612195399,0.006204116546148969,0.2176994207101226,0.21588089330024815,0.2176994207101226
67,longest_ORF_alan,segment_320_722,NeutralModel,-181.09813692448003,374.07127384896006,4085.8297345491437,13829.469703002365,58.06219671476051,45.0,41.016563095958766
68,longest_ORF_alan,segment_320_722,NeutralModel (fixed u=1.34),-182.35079061910167,373.91370245032454,4836.471038108787,14910.217688692986,59.0361829117041,45.0,12.062091333461117
