,Trait,Sequence,Model,Corrected AIC,LOCO MSE,Z0,Zeq
76,longest_ORF_alan,segment_10270_10563,NeutralModel (fixed u=1.3),309.8116890695455,5723.753478395741,38.276547280068954,36.3331710491856
77,longest_ORF_alan,segment_10270_10563,OU,665.4197511977038,6181.288574615355,37.60210543799953,1.153712841706788
78,longest_ORF_alan,segment_10270_10563,OU (Z0=Zeq),519.413590452031,7012.887141782652,37.85090439188561,37.85090439188561
79,longest_ORF_alan,segment_10270_10563,BM,306.3740744113507,5342.010045409192,38.03454925258849,38.03454925258849
80,gc_content,segment_11935_12275,NeutralModel,-192.82451462726965,0.01607240908543252,0.46453387066706153,0.4232319627373932
81,gc_content,segment_11935_12275,NeutralModel (fixed u=1.3),-195.43883174159635,0.016467052963490672,0.4658180526042008,0.42317576268914914
82,gc_content,segment_11935_12275,OU,-195.74944578509636,0.015680646156651396,0.46054239491448157,0.2551324296777123
83,gc_content,segment_11935_12275,OU (Z0=Zeq),-198.27217305785845,0.015694761312678763,0.46054237838704015,0.46054237838704015
84,gc_content,segment_11935_12275,BM,-200.63656293463237,0.01568523892566211,0.460542242635268,0.460542242635268
85,longest_ORF,segment_11935_12275,NeutralModel,-115.74170732713131,0.09411986232059615,-0.020826320970647915,1.419440235176021
86,longest_ORF,segment_11935_12275,NeutralModel (fixed u=1.3),-118.00549547284135,0.09420394667518561,-0.00824118824682226,2.0293381094801295
87,longest_ORF,segment_11935_12275,OU,-121.02577184309621,0.09127273402819094,-0.531220308067989,0.42391948101978527
88,longest_ORF,segment_11935_12275,OU (Z0=Zeq),-122.2155155003258,0.08963180092840999,0.25382130916333984,0.25382130916333984
89,longest_ORF,segment_11935_12275,BM,-121.47497830511288,0.0896156111711419,0.2510986473371967,0.2510986473371967
90,A_percent,segment_11935_12275,NeutralModel,-242.08596943307558,0.0033127447910180235,0.20392751546464002,0.7675529778084466
91,A_percent,segment_11935_12275,NeutralModel (fixed u=1.3),-246.27732585501337,0.003462883974433483,0.2820312467246029,0.1078529291604164
92,A_percent,segment_11935_12275,OU,-246.40525679105187,0.0033272084773744077,0.2696060652766212,0.09454086590578173
93,A_percent,segment_11935_12275,OU (Z0=Zeq),-248.92283973665386,0.003181250968026021,0.2597965888797587,0.2597965888797587
94,A_percent,segment_11935_12275,BM,-251.4114664034972,0.003189124152546013,0.25977390751326396,0.25977390751326396
95,longest_ORF_alan,segment_11935_12275,NeutralModel,277.62990067645666,5154.942178223549,-56.41967917821452,938.5970884986973
96,longest_ORF_alan,segment_11935_12275,NeutralModel (fixed u=1.3),274.8371117723226,5104.69980526188,-57.53045281085442,728.8774407044557
97,longest_ORF_alan,segment_11935_12275,OU,335.2461146137224,5719.939223855909,50.135788828737496,0.00709165741420778
